Redshift,K-band mag,K-band dmag
 0.185, 19.856, 0.141
 0.065, 20.392, 0.222
 0.159, 21.935, 0.721
 0.159, 20.110, 0.175
 0.183, 21.564, 0.556
 0.023, 19.337, 0.090
 0.137, 20.675, 0.281
 0.154, 19.499, 0.103
 0.030, 20.074, 0.170
 0.177, 20.850, 0.323
 0.129, 18.415, 0.039
 0.057, 11.510, 0.000
 0.163, 19.166, 0.077
 0.193, 20.494, 0.242
 0.123, 18.711, 0.051
 0.158, 20.552, 0.254
 0.191, 21.080, 0.387
 0.162, 21.840, 0.675
 0.180, 21.964, 0.735
 0.148, 21.245, 0.440
 0.184, 21.914, 0.710
 0.190, 19.790, 0.133
 0.195, 21.511, 0.536
 0.175, 21.605, 0.573
 0.167, 17.663, 0.020
 0.084, 21.196, 0.423
 0.077, 21.405, 0.495
 0.147, 19.536, 0.107
 0.111, 20.891, 0.334
 0.188, 20.950, 0.350
 0.176, 18.003, 0.027
 0.132, 17.282, 0.014
 0.161, 20.140, 0.180
 0.054, 20.551, 0.254
 0.078, 18.400, 0.039
 0.180, 20.183, 0.187
 0.111, 18.160, 0.031
 0.076, 21.585, 0.565
 0.080, 18.570, 0.045
 0.137, 21.303, 0.459
 0.093, 21.098, 0.393
 0.054, 18.408, 0.039
 0.164, 20.760, 0.301
 0.107, 19.416, 0.096
 0.144, 21.602, 0.572
 0.143, 21.139, 0.405
 0.141, 21.903, 0.705
 0.133, 20.817, 0.315
 0.187, 21.969, 0.737
 0.193, 21.978, 0.742
 0.133, 16.409, 0.006
 0.083, 21.772, 0.644
 0.096, 19.878, 0.144
 0.175, 21.613, 0.576
 0.199, 16.265, 0.006
 0.098, 18.504, 0.043
 0.125, 18.446, 0.040
 0.144, 20.484, 0.240
 0.192, 20.578, 0.259
 0.126, 20.450, 0.233
 0.174, 21.513, 0.536
 0.077, 20.565, 0.257
 0.115, 18.751, 0.053
 0.113, 21.941, 0.724
 0.155, 21.335, 0.470
 0.164, 21.833, 0.672
 0.177, 21.817, 0.665
 0.143, 21.967, 0.736
 0.087, 20.092, 0.173
 0.136, 18.961, 0.064
 0.123, 21.220, 0.431
 0.035, 21.097, 0.393
 0.050, 17.725, 0.021
 0.176, 16.708, 0.008
 0.193, 19.472, 0.101
 0.171, 21.372, 0.483
 0.035, 21.625, 0.581
 0.190, 20.813, 0.314
 0.175, 21.995, 0.750
 0.113, 21.021, 0.370
 0.155, 20.951, 0.350
 0.120, 20.858, 0.325
 0.163, 21.366, 0.481
 0.077, 12.559, 0.000
 0.077, 21.561, 0.555
 0.070, 16.846, 0.009
 0.083, 21.150, 0.409
 0.125, 17.877, 0.024
 0.177, 19.260, 0.084
 0.185, 19.494, 0.103
 0.190, 19.139, 0.075
 0.100, 21.172, 0.416
 0.187, 20.977, 0.357
 0.186, 19.880, 0.144
 0.039, 21.661, 0.596
 0.139, 21.469, 0.519
 0.157, 18.968, 0.065
 0.143, 20.501, 0.244
 0.147, 21.907, 0.707
 0.137, 20.444, 0.232
 0.104, 17.538, 0.018
 0.184, 21.550, 0.551
 0.166, 21.996, 0.751
 0.099, 21.934, 0.720
 0.080, 18.742, 0.053
 0.064, 14.381, 0.001
 0.123, 21.761, 0.640
 0.156, 21.375, 0.484
 0.093, 21.265, 0.446
 0.186, 13.247, 0.000
 0.122, 20.024, 0.163
 0.186, 21.841, 0.676
 0.146, 19.838, 0.139
 0.136, 21.882, 0.695
 0.097, 19.806, 0.135
 0.143, 21.243, 0.439
 0.191, 18.473, 0.041
 0.070, 18.926, 0.062
 0.097, 20.096, 0.173
 0.122, 18.615, 0.047
 0.133, 18.223, 0.033
 0.158, 21.964, 0.735
 0.194, 21.814, 0.664
 0.170, 20.524, 0.248
 0.177, 19.071, 0.071
 0.173, 19.885, 0.145
 0.142, 20.418, 0.227
 0.104, 21.180, 0.418
 0.172, 21.299, 0.458
 0.183, 21.969, 0.737
 0.190, 21.929, 0.718
 0.109, 21.727, 0.624
 0.098, 19.283, 0.085
 0.155, 21.502, 0.532
 0.132, 21.040, 0.375
 0.146, 19.328, 0.089
 0.166, 20.691, 0.284
 0.145, 21.502, 0.532
 0.158, 21.352, 0.476
 0.130, 19.749, 0.129
 0.196, 20.808, 0.313
 0.036, 21.009, 0.366
 0.172, 21.093, 0.391
 0.072, 19.174, 0.078
 0.136, 21.931, 0.719
 0.134, 21.183, 0.419
 0.132, 19.319, 0.088
 0.142, 20.783, 0.306
 0.191, 21.141, 0.406
 0.200, 17.631, 0.019
 0.160, 21.550, 0.551
 0.110, 21.705, 0.615
 0.112, 21.739, 0.630
 0.148, 21.851, 0.681
 0.192, 19.559, 0.109
 0.118, 18.893, 0.060
 0.194, 20.838, 0.320
 0.124, 19.118, 0.074
 0.179, 15.726, 0.003
 0.123, 20.824, 0.317
 0.118, 21.392, 0.491
 0.112, 18.506, 0.043
 0.134, 17.529, 0.018
 0.182, 21.882, 0.695
 0.169, 21.202, 0.425
 0.187, 20.009, 0.161
 0.087, 18.672, 0.050
 0.193, 21.676, 0.602
 0.134, 14.146, 0.001
 0.141, 18.532, 0.044
 0.180, 20.390, 0.222
 0.136, 21.481, 0.524
 0.145, 20.367, 0.218
 0.085, 19.924, 0.150
 0.097, 18.112, 0.030
 0.103, 15.620, 0.003
 0.173, 15.193, 0.002
 0.162, 21.511, 0.535
 0.097, 18.938, 0.063
 0.113, 15.776, 0.004
 0.172, 20.979, 0.358
 0.172, 20.810, 0.313
 0.166, 21.293, 0.456
 0.176, 18.207, 0.033
 0.094, 21.473, 0.521
 0.095, 20.978, 0.358
 0.176, 21.008, 0.366
 0.163, 20.839, 0.320
 0.177, 20.148, 0.181
 0.185, 20.838, 0.320
 0.151, 21.259, 0.444
 0.092, 20.908, 0.339
 0.143, 21.933, 0.719
 0.065, 21.324, 0.466
 0.175, 21.508, 0.534
 0.157, 20.369, 0.218
 0.150, 21.137, 0.405
 0.189, 17.737, 0.021
 0.100, 20.694, 0.285
 0.072, 20.716, 0.290
 0.182, 16.353, 0.006
 0.187, 16.435, 0.006
 0.112, 21.682, 0.605
 0.103, 19.658, 0.119
 0.060, 21.362, 0.480
 0.046, 21.846, 0.678
 0.148, 21.117, 0.399
 0.021, 19.594, 0.112
 0.092, 16.353, 0.006
 0.177, 20.056, 0.168
 0.133, 19.439, 0.098
 0.121, 17.974, 0.026
 0.180, 19.849, 0.140
 0.151, 20.803, 0.311
 0.069, 16.591, 0.007
 0.121, 21.663, 0.597
 0.044, 18.389, 0.038
 0.144, 18.656, 0.049
 0.121, 21.134, 0.404
 0.050, 15.639, 0.003
 0.128, 21.282, 0.452
 0.181, 21.790, 0.653
 0.163, 21.906, 0.707
 0.056, 20.719, 0.291
 0.156, 21.341, 0.472
 0.166, 15.144, 0.002
 0.087, 21.860, 0.685
 0.113, 21.695, 0.611
 0.181, 21.123, 0.400
 0.063, 20.392, 0.223
 0.153, 21.309, 0.461
 0.112, 18.387, 0.038
 0.039, 16.896, 0.010
 0.114, 20.071, 0.170
 0.133, 19.658, 0.119
 0.071, 18.070, 0.029
 0.050, 21.178, 0.417
 0.145, 17.130, 0.012
 0.108, 19.502, 0.104
 0.180, 21.629, 0.583
 0.174, 21.946, 0.726
 0.154, 21.689, 0.608
 0.172, 21.650, 0.592
 0.194, 21.005, 0.365
 0.123, 20.854, 0.324
 0.132, 19.068, 0.071
 0.168, 21.003, 0.365
 0.102, 18.088, 0.029
 0.112, 21.097, 0.392
 0.075, 16.731, 0.008
 0.148, 19.615, 0.114
 0.124, 20.238, 0.196
 0.181, 20.895, 0.335
 0.182, 19.038, 0.069
 0.187, 17.849, 0.023
 0.123, 17.351, 0.015
 0.129, 20.564, 0.256
 0.123, 20.638, 0.273
 0.122, 16.167, 0.005
 0.059, 20.581, 0.260
 0.123, 16.364, 0.006
 0.084, 17.230, 0.013
 0.121, 18.030, 0.028
 0.133, 18.653, 0.049
 0.078, 21.907, 0.707
 0.143, 20.870, 0.328
 0.099, 17.304, 0.014
 0.170, 18.629, 0.048
 0.152, 21.099, 0.393
 0.070, 17.751, 0.021
 0.047, 20.510, 0.245
 0.163, 18.843, 0.058
 0.177, 14.970, 0.002
 0.171, 21.536, 0.545
 0.168, 21.357, 0.478
 0.052, 19.574, 0.110
 0.163, 21.882, 0.695
 0.197, 18.266, 0.034
 0.180, 15.153, 0.002
 0.147, 15.494, 0.003
 0.109, 17.142, 0.012
 0.180, 21.133, 0.403
 0.068, 18.817, 0.056
 0.034, 19.087, 0.072
 0.180, 20.585, 0.261
 0.195, 19.476, 0.101
 0.177, 21.882, 0.695
 0.137, 21.253, 0.442
 0.152, 19.279, 0.085
 0.184, 15.462, 0.003
 0.182, 20.277, 0.202
 0.195, 19.582, 0.111
 0.189, 18.850, 0.058
 0.080, 15.961, 0.004
 0.169, 19.740, 0.128
 0.173, 21.665, 0.598
 0.050, 20.196, 0.189
 0.132, 20.249, 0.197
 0.122, 17.782, 0.022
 0.199, 21.054, 0.379
 0.103, 21.023, 0.371
 0.062, 18.376, 0.038
 0.178, 19.725, 0.126
 0.179, 21.366, 0.481
 0.164, 20.771, 0.303
 0.183, 18.444, 0.040
 0.059, 21.078, 0.387
 0.184, 19.415, 0.096
 0.119, 17.827, 0.023
 0.140, 21.468, 0.519
 0.096, 21.044, 0.376
 0.136, 17.875, 0.024
 0.185, 18.645, 0.048
 0.069, 21.268, 0.447
 0.120, 21.669, 0.600
 0.185, 19.021, 0.068
 0.186, 17.312, 0.014
 0.158, 16.798, 0.009
 0.112, 21.575, 0.561
 0.054, 21.090, 0.390
 0.089, 19.622, 0.115
 0.116, 16.995, 0.011
 0.025, 20.228, 0.194
 0.190, 21.157, 0.411
 0.172, 19.971, 0.156
 0.138, 21.960, 0.733
 0.176, 17.858, 0.024
 0.181, 21.955, 0.730
 0.048, 19.740, 0.128
 0.134, 20.000, 0.160
 0.158, 21.915, 0.711
 0.089, 21.917, 0.712
 0.043, 21.814, 0.664
 0.105, 21.229, 0.434
 0.169, 17.821, 0.023
 0.143, 19.920, 0.149
 0.183, 21.478, 0.523
 0.053, 21.800, 0.657
 0.076, 21.184, 0.420
 0.080, 17.470, 0.017
 0.072, 21.228, 0.434
 0.172, 16.711, 0.008
 0.060, 14.267, 0.001
 0.161, 20.040, 0.165
 0.087, 18.015, 0.027
 0.199, 21.060, 0.381
 0.037, 20.388, 0.222
 0.177, 21.513, 0.536
 0.155, 21.660, 0.596
 0.123, 20.819, 0.315
 0.166, 21.831, 0.671
 0.109, 21.565, 0.557
 0.132, 21.064, 0.382
 0.081, 20.356, 0.216
 0.161, 17.756, 0.022
 0.178, 14.652, 0.001
 0.198, 20.281, 0.203
 0.148, 21.559, 0.554
 0.133, 13.263, 0.000
 0.182, 19.674, 0.121
 0.174, 20.602, 0.264
 0.189, 20.296, 0.205
 0.128, 19.359, 0.091
 0.191, 20.230, 0.194
 0.092, 19.697, 0.123
 0.191, 21.623, 0.580
 0.121, 20.024, 0.163
 0.063, 21.709, 0.617
 0.103, 21.812, 0.662
 0.108, 19.613, 0.114
 0.062, 19.839, 0.139
 0.095, 20.820, 0.316
 0.141, 21.988, 0.747
 0.030, 13.811, 0.001
 0.049, 21.130, 0.402
 0.168, 20.265, 0.200
 0.150, 21.976, 0.740
 0.189, 21.666, 0.598
 0.175, 21.070, 0.384
 0.179, 21.782, 0.649
 0.131, 21.469, 0.519
 0.109, 19.036, 0.069
 0.045, 21.087, 0.389
 0.093, 20.539, 0.251
 0.168, 16.467, 0.007
 0.197, 17.052, 0.011
 0.121, 19.377, 0.093
 0.178, 14.404, 0.001
 0.061, 19.677, 0.121
 0.179, 20.967, 0.354
 0.187, 19.026, 0.068
 0.032, 20.543, 0.252
 0.192, 13.168, 0.000
 0.180, 20.897, 0.336
 0.075, 18.855, 0.058
 0.041, 16.470, 0.007
 0.173, 17.717, 0.021
 0.067, 16.099, 0.005
 0.125, 20.206, 0.190
 0.154, 21.249, 0.441
 0.137, 21.186, 0.420
 0.181, 20.357, 0.216
 0.161, 20.537, 0.251
 0.103, 21.417, 0.500
 0.056, 20.217, 0.192
 0.167, 21.589, 0.567
 0.101, 21.461, 0.516
 0.125, 21.981, 0.743
 0.094, 16.005, 0.004
 0.068, 18.228, 0.033
 0.190, 18.173, 0.032
 0.165, 21.692, 0.609
 0.085, 20.251, 0.198
 0.112, 20.789, 0.308
 0.125, 16.200, 0.005
 0.175, 19.929, 0.150
 0.086, 18.808, 0.056
 0.084, 19.251, 0.083
 0.194, 15.674, 0.003
 0.109, 21.968, 0.737
 0.095, 21.443, 0.510
 0.135, 21.904, 0.706
 0.106, 18.162, 0.031
 0.120, 21.433, 0.506
 0.144, 21.837, 0.674
 0.056, 21.674, 0.602
 0.064, 20.030, 0.164
 0.173, 20.315, 0.209
 0.112, 20.805, 0.312
 0.105, 19.399, 0.095
 0.185, 18.978, 0.065
 0.165, 21.728, 0.625
 0.115, 19.926, 0.150
 0.117, 13.769, 0.001
 0.086, 21.571, 0.559
 0.167, 20.709, 0.289
 0.162, 14.006, 0.001
 0.107, 19.909, 0.148
 0.181, 18.686, 0.050
 0.151, 19.627, 0.116
 0.020, 15.698, 0.003
 0.075, 16.352, 0.006
 0.192, 13.666, 0.001
 0.200, 16.820, 0.009
 0.174, 18.796, 0.055
 0.178, 18.075, 0.029
 0.178, 21.185, 0.420
 0.190, 20.681, 0.282
 0.050, 20.173, 0.185
 0.056, 18.610, 0.047
 0.114, 20.800, 0.311
 0.150, 21.392, 0.491
 0.166, 20.617, 0.268
 0.184, 18.990, 0.066
 0.072, 18.673, 0.050
 0.067, 17.561, 0.018
 0.080, 19.843, 0.140
 0.164, 21.607, 0.574
 0.148, 19.590, 0.112
 0.180, 13.353, 0.000
 0.187, 19.014, 0.067
 0.100, 20.870, 0.328
 0.147, 21.814, 0.663
 0.172, 21.311, 0.462
 0.088, 21.237, 0.437
 0.101, 21.555, 0.553
 0.127, 18.411, 0.039
 0.043, 19.122, 0.074
 0.145, 21.542, 0.548
 0.092, 21.918, 0.712
 0.200, 21.753, 0.636
 0.188, 21.300, 0.458
 0.024, 16.019, 0.004
 0.172, 21.315, 0.463
 0.050, 14.087, 0.001
 0.193, 20.590, 0.262
 0.133, 16.717, 0.008
 0.184, 20.393, 0.223
 0.132, 19.729, 0.126
 0.072, 19.349, 0.091
 0.140, 21.296, 0.457
 0.197, 21.725, 0.624
 0.025, 18.935, 0.063
 0.185, 20.926, 0.343
 0.192, 21.920, 0.714
 0.115, 20.634, 0.272
 0.156, 18.965, 0.064
 0.157, 19.127, 0.074
 0.139, 21.556, 0.553
 0.136, 18.895, 0.060
 0.189, 21.587, 0.566
 0.196, 21.728, 0.625
 0.182, 20.075, 0.170
 0.051, 20.165, 0.184
 0.199, 18.083, 0.029
 0.168, 21.925, 0.716
 0.064, 17.762, 0.022
 0.182, 21.371, 0.483
 0.027, 17.595, 0.019
 0.122, 14.944, 0.002
 0.107, 21.076, 0.386
 0.189, 21.416, 0.500
 0.116, 21.038, 0.375
 0.142, 21.658, 0.595
 0.157, 21.420, 0.501
 0.176, 19.714, 0.125
 0.070, 20.596, 0.263
 0.154, 21.526, 0.541
 0.167, 21.890, 0.699
 0.167, 14.827, 0.001
 0.098, 21.843, 0.677
 0.198, 19.208, 0.080
 0.170, 21.611, 0.576
 0.200, 20.717, 0.290
 0.114, 21.009, 0.366
 0.085, 20.095, 0.173
 0.097, 19.717, 0.125
 0.195, 20.380, 0.220
 0.155, 21.001, 0.364
 0.129, 19.263, 0.084
 0.131, 21.364, 0.480
 0.178, 21.313, 0.462
 0.028, 20.040, 0.165
 0.171, 14.318, 0.001
 0.104, 18.138, 0.031
 0.102, 21.897, 0.702
 0.178, 21.201, 0.425
 0.080, 19.093, 0.072
 0.188, 21.235, 0.436
 0.067, 11.334, 0.000
 0.155, 20.126, 0.178
 0.121, 21.873, 0.691
 0.104, 21.524, 0.541
 0.154, 21.331, 0.469
 0.056, 21.549, 0.550
 0.168, 21.067, 0.383
 0.196, 21.486, 0.526
 0.186, 20.077, 0.171
 0.163, 21.599, 0.571
 0.191, 21.338, 0.471
 0.149, 20.283, 0.203
 0.138, 21.699, 0.613
 0.075, 19.223, 0.081
 0.133, 21.452, 0.513
 0.167, 18.791, 0.055
 0.089, 20.775, 0.304
 0.189, 21.819, 0.666
 0.117, 21.559, 0.554
 0.111, 19.962, 0.155
 0.155, 19.930, 0.150
 0.154, 16.646, 0.008
 0.156, 19.223, 0.081
 0.134, 19.239, 0.082
 0.131, 13.282, 0.000
 0.178, 18.384, 0.038
 0.093, 16.316, 0.006
 0.106, 20.318, 0.209
 0.064, 21.047, 0.378
 0.047, 19.954, 0.153
 0.040, 21.223, 0.432
 0.180, 19.938, 0.152
 0.153, 20.396, 0.223
 0.167, 21.320, 0.465
 0.060, 21.720, 0.621
 0.112, 21.957, 0.731
 0.109, 19.881, 0.144
 0.197, 19.707, 0.124
 0.057, 21.634, 0.585
 0.067, 20.356, 0.216
 0.058, 18.111, 0.030
 0.191, 21.519, 0.538
 0.035, 18.557, 0.045
 0.157, 18.050, 0.028
 0.145, 18.296, 0.035
 0.160, 20.480, 0.239
 0.197, 18.475, 0.041
 0.122, 18.542, 0.044
 0.096, 21.740, 0.631
 0.170, 20.143, 0.181
 0.199, 21.600, 0.571
 0.145, 20.229, 0.194
 0.112, 21.827, 0.670
 0.091, 21.479, 0.523
 0.177, 20.702, 0.287
 0.174, 21.568, 0.558
 0.136, 20.803, 0.311
 0.048, 21.723, 0.623
 0.187, 17.796, 0.022
 0.126, 20.502, 0.244
 0.111, 21.165, 0.413
 0.078, 20.221, 0.193
 0.111, 20.191, 0.188
 0.109, 20.125, 0.178
 0.139, 20.037, 0.165
 0.109, 19.947, 0.153
 0.175, 17.384, 0.015
 0.163, 21.748, 0.634
 0.056, 17.268, 0.014
 0.171, 18.764, 0.054
 0.177, 14.866, 0.002
 0.123, 19.357, 0.091
 0.186, 20.625, 0.270
 0.175, 21.114, 0.398
 0.130, 15.215, 0.002
 0.172, 16.050, 0.005
 0.186, 14.667, 0.001
 0.168, 21.262, 0.445
 0.149, 15.997, 0.004
 0.103, 20.290, 0.204
 0.186, 19.886, 0.145
 0.197, 21.558, 0.554
 0.168, 20.061, 0.168
 0.031, 14.920, 0.002
 0.130, 19.319, 0.088
 0.198, 18.977, 0.065
 0.028, 15.368, 0.002
 0.170, 21.856, 0.683
 0.194, 19.230, 0.082
 0.145, 20.750, 0.298
 0.142, 19.622, 0.115
 0.137, 21.682, 0.605
 0.138, 20.791, 0.308
 0.175, 21.747, 0.634
 0.192, 21.504, 0.533
 0.066, 19.821, 0.137
 0.072, 17.567, 0.018
 0.150, 21.860, 0.685
 0.071, 19.963, 0.155
 0.183, 20.496, 0.243
 0.119, 18.837, 0.057
 0.164, 21.882, 0.695
 0.133, 17.914, 0.025
 0.173, 21.995, 0.750
 0.196, 19.486, 0.102
 0.157, 15.988, 0.004
 0.178, 21.981, 0.743
 0.177, 19.278, 0.085
 0.196, 16.982, 0.011
 0.143, 21.438, 0.507
 0.090, 21.517, 0.538
 0.157, 21.988, 0.747
 0.143, 21.616, 0.578
 0.192, 21.971, 0.738
 0.192, 21.261, 0.445
 0.194, 16.796, 0.009
 0.127, 19.618, 0.115
 0.170, 20.770, 0.303
 0.171, 20.465, 0.236
 0.154, 20.893, 0.334
 0.181, 20.156, 0.182
 0.126, 20.872, 0.329
 0.140, 21.432, 0.505
 0.067, 18.428, 0.040
 0.199, 20.083, 0.171
 0.164, 20.937, 0.346
 0.087, 21.688, 0.608
 0.174, 21.302, 0.459
 0.065, 19.489, 0.102
 0.105, 18.913, 0.061
 0.167, 20.718, 0.291
 0.195, 20.749, 0.298
 0.166, 19.793, 0.134
 0.187, 16.374, 0.006
 0.198, 21.998, 0.752
 0.116, 21.692, 0.609
 0.082, 18.528, 0.043
 0.181, 16.035, 0.004
 0.148, 14.557, 0.001
 0.109, 21.844, 0.677
 0.184, 21.011, 0.367
 0.053, 21.622, 0.580
 0.192, 13.300, 0.000
 0.187, 21.275, 0.450
 0.170, 21.912, 0.710
 0.098, 20.626, 0.270
 0.191, 21.844, 0.677
 0.193, 17.509, 0.017
 0.056, 20.008, 0.161
 0.131, 21.514, 0.536
 0.028, 19.679, 0.121
 0.155, 21.686, 0.607
 0.171, 18.950, 0.064
 0.054, 19.511, 0.105
 0.169, 16.062, 0.005
 0.093, 21.036, 0.374
 0.144, 19.718, 0.125
 0.181, 21.434, 0.506
 0.143, 21.934, 0.720
 0.193, 20.807, 0.312
 0.180, 21.027, 0.372
 0.124, 18.800, 0.056
 0.167, 21.461, 0.516
 0.143, 21.026, 0.371
 0.117, 16.213, 0.005
 0.195, 21.048, 0.378
 0.141, 20.316, 0.209
 0.125, 19.791, 0.133
 0.148, 16.937, 0.010
 0.133, 21.585, 0.565
 0.134, 14.273, 0.001
 0.074, 21.018, 0.369
 0.126, 21.496, 0.529
 0.065, 21.063, 0.382
 0.127, 17.090, 0.012
 0.150, 21.775, 0.646
 0.103, 20.502, 0.244
 0.038, 20.524, 0.248
 0.165, 21.738, 0.629
 0.117, 20.408, 0.225
 0.186, 19.690, 0.122
 0.155, 15.032, 0.002
 0.037, 14.866, 0.002
 0.181, 21.902, 0.705
 0.197, 21.033, 0.373
 0.193, 21.417, 0.500
 0.170, 19.542, 0.107
 0.066, 21.550, 0.551
 0.161, 20.004, 0.160
 0.128, 20.575, 0.259
 0.070, 17.549, 0.018
 0.172, 21.859, 0.684
 0.117, 21.893, 0.700
 0.141, 21.856, 0.683
 0.085, 21.643, 0.589
 0.144, 19.076, 0.071
 0.089, 19.065, 0.070
 0.113, 21.271, 0.448
 0.196, 18.814, 0.056
 0.056, 20.579, 0.260
 0.094, 19.990, 0.158
 0.127, 20.078, 0.171
 0.170, 19.858, 0.141
 0.146, 17.076, 0.012
 0.119, 21.262, 0.445
 0.025, 20.357, 0.216
 0.149, 21.055, 0.380
 0.136, 21.037, 0.374
 0.198, 20.406, 0.225
 0.177, 18.558, 0.045
 0.113, 21.606, 0.573
 0.041, 20.813, 0.314
 0.059, 21.759, 0.639
 0.082, 14.432, 0.001
 0.051, 21.543, 0.548
 0.188, 18.930, 0.062
 0.104, 19.941, 0.152
 0.155, 21.797, 0.656
 0.145, 21.473, 0.521
 0.046, 14.463, 0.001
 0.175, 20.875, 0.330
 0.121, 20.095, 0.173
 0.199, 18.271, 0.034
 0.185, 14.035, 0.001
 0.097, 19.955, 0.154
 0.186, 21.942, 0.724
 0.089, 18.996, 0.066
 0.177, 21.359, 0.479
 0.086, 21.151, 0.409
 0.180, 17.221, 0.013
 0.069, 17.073, 0.012
 0.152, 21.866, 0.687
 0.196, 17.647, 0.020
 0.080, 21.483, 0.524
 0.197, 21.183, 0.419
 0.182, 19.212, 0.080
 0.132, 19.645, 0.117
 0.105, 17.371, 0.015
 0.058, 19.876, 0.144
 0.143, 20.475, 0.238
 0.100, 21.832, 0.672
 0.157, 21.135, 0.404
 0.190, 20.637, 0.272
 0.121, 21.060, 0.381
 0.098, 18.128, 0.030
 0.176, 19.733, 0.127
 0.053, 21.079, 0.387
 0.160, 18.689, 0.050
 0.148, 21.460, 0.516
 0.134, 19.403, 0.095
 0.171, 19.851, 0.141
 0.149, 21.966, 0.736
 0.145, 17.199, 0.013
 0.192, 21.465, 0.518
 0.180, 21.090, 0.390
 0.034, 20.365, 0.217
 0.195, 20.781, 0.306
 0.111, 14.913, 0.002
 0.066, 17.046, 0.011
 0.102, 21.649, 0.591
 0.154, 21.504, 0.533
 0.098, 17.459, 0.016
 0.094, 20.217, 0.192
 0.186, 21.416, 0.500
 0.113, 18.453, 0.041
 0.172, 18.151, 0.031
 0.092, 21.965, 0.735
 0.155, 19.962, 0.155
 0.164, 20.546, 0.253
 0.160, 21.355, 0.477
 0.076, 16.795, 0.009
 0.078, 20.537, 0.251
 0.106, 21.995, 0.750
 0.135, 21.959, 0.732
 0.190, 20.755, 0.299
 0.044, 20.056, 0.168
 0.168, 21.178, 0.417
 0.163, 13.955, 0.001
 0.052, 21.427, 0.503
 0.075, 19.266, 0.084
 0.153, 21.122, 0.400
 0.127, 21.796, 0.656
 0.187, 21.748, 0.634
 0.167, 21.880, 0.694
 0.184, 18.373, 0.038
 0.188, 19.329, 0.089
 0.196, 16.042, 0.004
 0.163, 19.083, 0.072
 0.064, 19.647, 0.118
 0.101, 13.088, 0.000
 0.156, 18.115, 0.030
 0.160, 21.657, 0.594
 0.117, 14.172, 0.001
 0.184, 20.939, 0.347
 0.200, 21.545, 0.549
 0.174, 21.722, 0.622
 0.036, 17.310, 0.014
 0.190, 16.569, 0.007
 0.102, 11.868, 0.000
 0.169, 20.856, 0.325
 0.171, 20.987, 0.360
 0.134, 21.562, 0.555
 0.195, 19.101, 0.073
 0.174, 21.072, 0.385
 0.161, 19.582, 0.111
 0.097, 19.935, 0.151
 0.163, 20.881, 0.331
 0.106, 21.028, 0.372
 0.121, 21.754, 0.636
 0.176, 18.753, 0.053
 0.183, 21.797, 0.656
 0.135, 21.514, 0.537
 0.166, 21.372, 0.483
 0.127, 17.140, 0.012
 0.129, 15.924, 0.004
 0.136, 18.615, 0.047
 0.151, 21.882, 0.695
 0.136, 17.795, 0.022
 0.183, 19.505, 0.104
 0.114, 21.998, 0.752
 0.117, 20.724, 0.292
 0.197, 21.729, 0.626
 0.159, 20.607, 0.266
 0.084, 18.810, 0.056
 0.063, 19.451, 0.099
 0.197, 18.691, 0.050
 0.179, 19.890, 0.145
 0.103, 19.889, 0.145
 0.108, 18.346, 0.037
 0.034, 17.436, 0.016
 0.137, 19.003, 0.067
 0.198, 20.950, 0.350
 0.075, 21.283, 0.452
 0.057, 20.269, 0.201
 0.053, 18.071, 0.029
 0.040, 18.265, 0.034
 0.103, 19.659, 0.119
 0.133, 21.266, 0.446
 0.153, 19.342, 0.090
 0.133, 19.824, 0.137
 0.138, 17.821, 0.023
 0.090, 19.443, 0.098
 0.158, 14.947, 0.002
 0.196, 21.323, 0.466
 0.120, 21.769, 0.643
 0.109, 19.240, 0.082
 0.069, 18.365, 0.038
 0.131, 18.310, 0.036
 0.165, 21.397, 0.492
 0.164, 20.828, 0.318
 0.147, 21.414, 0.498
 0.161, 18.476, 0.041
 0.158, 21.875, 0.692
 0.061, 21.633, 0.585
 0.104, 21.332, 0.469
 0.153, 19.798, 0.134
 0.131, 21.807, 0.660
 0.169, 20.018, 0.162
 0.035, 20.790, 0.308
 0.142, 16.960, 0.010
 0.111, 21.017, 0.369
 0.107, 21.901, 0.704
 0.042, 21.656, 0.594
 0.069, 21.530, 0.543
 0.167, 20.396, 0.223
 0.127, 19.195, 0.079
 0.141, 17.365, 0.015
 0.101, 18.055, 0.028
 0.056, 21.656, 0.594
 0.198, 14.953, 0.002
 0.127, 21.754, 0.637
 0.098, 18.414, 0.039
 0.139, 20.606, 0.265
 0.178, 21.244, 0.439
 0.197, 19.620, 0.115
 0.168, 21.851, 0.681
 0.170, 21.246, 0.440
 0.195, 21.823, 0.668
 0.197, 21.332, 0.469
 0.074, 21.859, 0.684
 0.130, 18.202, 0.032
 0.067, 20.691, 0.284
 0.180, 18.858, 0.058
 0.112, 19.341, 0.090
 0.094, 21.743, 0.631
 0.121, 21.780, 0.648
 0.157, 19.296, 0.086
 0.180, 20.848, 0.323
 0.115, 21.964, 0.735
 0.194, 20.984, 0.359
 0.078, 19.068, 0.071
 0.097, 20.874, 0.330
 0.142, 19.047, 0.069
 0.101, 20.654, 0.276
 0.198, 19.520, 0.105
 0.198, 17.438, 0.016
 0.071, 20.325, 0.210
 0.159, 17.463, 0.017
 0.139, 18.798, 0.055
 0.167, 21.799, 0.657
 0.133, 13.868, 0.001
 0.096, 20.232, 0.194
 0.138, 20.910, 0.339
